zona,temperatura,humedad,presion,luz,sonido_db,co2,particulas_pm25,gas_tipo,gas_ppm,vibracion,inclinacion,distancia_obstaculo,velocidad_robot,senal_comunicacion,bateria,voltaje_bateria,temperatura_bateria,autonomia_estimada_min,visibilidad,persona_detectada,confianza_persona,nivel_riesgo,accion_recomendada
Punto crítico,22.87083085416446,36.49051880278312,950.5008049022294,0.0,14.36706535164954,922.5142622102665,19.81245626214399,sin_gas,158.07534588916428,2.1,3.3,1.52,0.67,48.7,60.061446716535144,11.88,24,44.4,73.4,0,0.33,Medio,Avanzar con precaución
Pasillo B,19.229154282824684,42.850509520377386,900.0,0.0,32.57001003293977,1788.5901048499181,13.13680694597826,humo,241.9517465109207,0.09,18.6,4.94,0.14,99.9,15.0,10.82,4,11.4,65.0,0,0.23,Medio,Avanzar con precaución
Sector norte,21.8283029141637,22.032267482964244,944.1960903980004,0.0,28.89517398825344,1890.8005961371769,24.417345681008932,monoxido_carbono,407.0274361560046,2.44,26.1,1.5,1.07,50.7,60.061446716535144,11.71,24,44.4,65.8,0,0.36,Alto,Cambiar ruta o detenerse
Habitación bloqueada,22.31146800746812,19.81894445214154,943.0415306492308,0.5333,28.87471378707684,422.45317923835296,65.14874112373315,sin_gas,476.9475319488702,1.62,14.4,3.39,1.2,39.8,60.061446716535144,11.51,24,44.4,45.6,0,0.21,Alto,Cambiar ruta o detenerse
Pasillo A,22.649140079332938,29.308778677298307,947.3271647385558,0.0,34.13054374343292,1322.3420729569366,108.92756601203499,sin_gas,115.15733769492276,1.08,23.5,0.77,0.13,69.9,43.09201399689464,11.68,43,28.0,59.8,0,0.1,Alto,Cambiar ruta o detenerse
Escalera colapsada,24.36592625008086,41.82866725475603,900.0,0.0,20.00167984680757,2170.850289925705,37.92571226164657,gas_desconocido,126.52110290994811,1.57,17.1,3.09,0.93,84.2,60.061446716535144,11.63,24,44.4,67.1,0,0.06,Medio,Avanzar con precaución
Habitación bloqueada,25.106903785714373,32.834641337686385,944.1986339153505,0.0,37.5464261288277,1428.1339521103994,160.40154805046166,amoniaco,469.9090937169377,0.31,15.3,4.93,0.92,25.6,60.061446716535144,11.8,24,44.4,19.2,0,0.35,Alto,Cambiar ruta o detenerse
Sector norte,24.458107289079223,42.04652646235726,941.6601280303744,0.0,43.6710729312098,1053.8884285429745,146.46692546690366,amoniaco,197.9555753813418,1.29,10.2,1.6,0.63,69.5,60.061446716535144,11.62,24,44.4,35.4,0,0.03,Medio,Avanzar con precaución
Habitación bloqueada,22.10665727181885,44.75004730823248,946.420733175922,0.0,14.342771490466664,2230.775319151792,96.09224474160364,sin_gas,359.17416226037136,2.46,13.4,4.27,1.15,22.9,73.0587104620231,12.6,24,54.8,57.9,0,0.06,Alto,Cambiar ruta o detenerse
Sector sur,24.40788582653573,22.696042636550995,900.0,0.0,66.47335361253613,727.349464812592,131.736720392338,humo,306.1326143649381,0.59,12.2,4.99,0.7,62.1,60.061446716535144,11.78,4,47.4,45.8,0,0.03,Medio,Avanzar con precaución
Entrada,21.9900798797436,28.501084205360552,900.0,0.0,31.22256203564891,833.5349880740208,69.10749182228273,metano,142.79383989702816,1.81,22.6,3.03,1.05,40.6,77.48363230219644,12.03,4,61.4,72.9,0,0.18,Medio,Avanzar con precaución
Sector norte,22.580575750017548,22.22746888847504,949.4625775495967,0.0,11.131440797737634,1843.4819705658801,11.436113728290731,monoxido_carbono,326.78111097901245,1.09,4.1,1.69,0.82,44.5,60.061446716535144,11.85,24,44.4,71.7,0,0.22,Medio,Avanzar con precaución
Punto crítico,22.75931813497445,43.47617304765407,947.758430417561,0.0,43.427640949388696,1140.1154772058076,163.25824831819446,gas_desconocido,327.78295047848667,1.63,3.2,3.43,0.45,57.4,60.061446716535144,11.87,4,47.4,32.9,0,0.02,Alto,Cambiar ruta o detenerse
Pasillo A,20.100703164966447,34.23008782500189,946.597629757402,0.0,11.731404806996954,1897.3353550409358,27.36386044511885,sin_gas,296.2215927045381,0.51,23.1,4.26,0.95,94.2,66.05151982050118,11.95,4,52.2,73.2,0,0.21,Medio,Avanzar con precaución
Zona de escombros,24.327747298268623,34.66950142036986,951.6715387523852,0.0,58.0157215705708,731.1776046449329,170.889035616439,metano,49.830412424756446,1.18,19.1,1.02,1.13,76.9,73.28995715902654,11.99,24,55.0,40.3,0,0.16,Medio,Avanzar con precaución
Punto crítico,20.90454115837128,41.82261013612158,952.1576158871662,0.0,20.320681701423226,929.7650881617765,105.07945294656926,sin_gas,497.58591118701884,2.45,15.1,2.37,1.46,94.9,60.061446716535144,11.83,24,44.4,43.5,0,0.31,Alto,Cambiar ruta o detenerse
Escalera colapsada,22.109539168575218,39.657025247324015,900.0,0.0,14.124140130495135,728.9594945636304,58.47353567875024,metano,200.2082305854137,0.49,5.3,1.73,0.63,72.8,73.60036233787207,12.02,4,58.3,58.3,0,0.33,Bajo,Avanzar
Pasillo A,19.56423719216897,44.1759843153228,947.4035549668216,12.14775,30.4062357983611,2401.1116584833703,91.71680907957281,sin_gas,319.12549269849444,1.59,14.4,1.56,0.19,20.6,45.00810471553164,11.44,24,32.4,57.6,0,0.28,Alto,Cambiar ruta o detenerse
Entrada,21.84438345171609,38.47830433124978,941.958965366663,0.0,65.00820935969446,1251.3483177869407,92.78521656154147,humo,442.8808470563096,1.44,27.6,4.33,1.48,41.2,72.72195491194257,11.91,24,54.6,47.3,0,0.19,Alto,Cambiar ruta o detenerse
Sector norte,22.93778859676294,21.7049418780962,952.4501191786752,0.0,41.65395761760172,1108.1618108114744,9.075238902451833,metano,211.64424420991818,1.41,31.1,2.22,0.97,92.5,62.45232419519426,11.59,4,49.4,74.7,0,0.09,Medio,Avanzar con precaución
Punto crítico,24.16002741807385,37.00529998640395,949.9173613859228,0.0,27.23788556220044,429.82452795860587,67.20547407972427,monoxido_carbono,386.9625284027743,1.54,24.6,1.83,1.43,71.5,60.061446716535144,11.85,24,44.4,51.7,1,0.64,Alto,Enviar alerta y cambiar ruta
Habitación bloqueada,22.038897340416923,33.964334115278376,955.1714657879114,0.0,36.499063909093344,722.1769167628636,134.47651492001054,humo,485.912212339703,1.26,2.1,3.1,0.25,98.5,60.061446716535144,11.85,4,47.4,40.5,0,0.14,Medio,Avanzar con precaución
Habitación bloqueada,24.101022356076232,35.51400111664007,950.9464743018308,0.0,37.59003049555962,1284.385298109249,94.2621080663739,gas_desconocido,179.46738012652415,0.04,23.5,1.25,0.58,32.5,60.061446716535144,11.96,24,44.4,50.5,1,0.85,Medio,Enviar alerta y avanzar con precaución
Punto crítico,18.99290772979746,38.04582299888823,949.4181517331834,0.4148,27.53255065839811,543.8558644009776,47.74027047667723,monoxido_carbono,202.63478511636833,2.25,8.4,1.3,0.29,43.7,60.061446716535144,11.77,4,47.4,66.0,0,0.37,Medio,Avanzar con precaución
Pasillo A,23.3700994596268,33.23648801301188,948.5120744408932,0.0,61.07174851860152,1472.5525919630556,63.6442255064652,metano,452.78802949828435,2.07,11.0,2.7,1.27,49.0,60.061446716535144,11.73,24,44.4,44.1,1,0.78,Alto,Enviar alerta y cambiar ruta
Sector sur,23.74256189816825,32.191213262458575,944.4978473307716,0.0,74.50921432460473,1355.5324207753404,156.0345187952911,sin_gas,79.8214339075915,0.44,6.9,2.16,1.33,46.1,55.65660822723198,11.46,24,40.9,39.6,0,0.36,Medio,Avanzar con precaución
Zona de escombros,22.76269282236609,21.9088778461041,947.9101559795128,1.83695,48.97353245849023,2011.053094723139,96.97119227629018,sin_gas,14.29741917972116,1.03,27.2,1.62,0.8,40.2,59.48832487142435,11.74,24,44.0,64.1,0,0.4,Alto,Cambiar ruta o detenerse
Punto crítico,19.13035542181518,32.72540857495786,900.0,0.0,59.62353158414327,1785.5856729406648,97.4616214464663,monoxido_carbono,454.44450242455594,1.93,22.7,0.46,0.36,55.5,60.061446716535144,11.82,24,44.4,34.7,0,0.35,Alto,Cambiar ruta o detenerse
Entrada,20.335219696512592,40.54568458858195,949.9558375512738,0.47405,39.43239693462023,1336.489341173205,173.25680533392676,sin_gas,410.79578705879015,2.45,21.4,2.7,0.28,71.4,60.061446716535144,11.49,24,44.4,19.2,0,0.28,Alto,Cambiar ruta o detenerse
Sector norte,22.756193394748344,29.6749484203015,900.0,0.0,61.06779238750682,871.78747022065,61.15424483141259,metano,486.291516275666,2.38,23.4,4.12,0.92,44.9,55.84101518258532,11.83,24,41.1,41.2,0,0.12,Alto,Cambiar ruta o detenerse
Sector sur,19.25912496055297,41.63953762330772,944.0467239381408,0.0,16.991080722831644,1926.4134886373934,88.91969689358997,sin_gas,29.118891355339127,2.25,8.3,4.29,0.81,26.4,60.061446716535144,11.65,24,44.4,59.3,0,0.38,Medio,Avanzar con precaución
Zona de escombros,23.134957116433142,36.62956775203242,953.6985602020732,1.7152,23.67172589072544,1886.5104172538288,147.04987960114593,monoxido_carbono,78.08866522049362,0.4,15.6,1.33,1.07,76.7,60.061446716535144,11.73,24,44.4,42.9,1,0.74,Medio,Enviar alerta y avanzar con precaución
Túnel estrecho,20.81843531877909,34.249588932300334,900.0,0.0,43.64792032823741,721.9219370823135,137.8096435552302,metano,52.65627954490443,2.29,22.2,3.08,0.53,56.7,60.061446716535144,11.85,24,44.4,53.5,0,0.1,Medio,Avanzar con precaución
Pasillo B,19.752649552721618,28.0341554772478,951.0260562821472,0.0,26.43917953477764,2320.9788459933457,51.5148988375177,sin_gas,341.7080661468546,2.2,22.3,4.31,0.66,64.5,60.061446716535144,11.76,24,44.4,65.8,1,0.84,Alto,Enviar alerta y cambiar ruta
Habitación bloqueada,23.199044611590896,25.523428077441444,900.0,0.4148,34.56911514953959,535.2507436315907,31.44093333094252,sin_gas,303.0050368735716,0.94,27.7,2.16,0.13,56.4,60.061446716535144,11.97,24,44.4,58.8,0,0.04,Medio,Avanzar con precaución
Punto crítico,24.784859376340048,33.87007964906826,900.0,3.3184,33.892429670232225,515.579188674704,127.62330083278944,monoxido_carbono,179.66759969362982,0.99,10.0,4.67,0.95,91.2,60.061446716535144,11.86,24,44.4,44.7,0,0.38,Medio,Avanzar con precaución
Pasillo B,20.58887369868385,34.13809241624135,951.2905379151664,0.0,16.360252856440876,793.4358770910967,50.08983094125909,monoxido_carbono,28.711739701122507,1.15,27.0,4.53,0.69,64.7,74.70163975297154,12.05,24,56.2,80.4,0,0.23,Medio,Avanzar con precaución
Túnel estrecho,21.91271948510333,40.15101985016821,942.78370462057,0.0,17.873451063746494,2309.8676759024193,166.4682699917422,metano,319.8309920232705,1.64,15.4,1.2,1.39,93.9,15.0,10.5,4,11.4,35.6,0,0.11,Alto,Cambiar ruta o detenerse
Habitación bloqueada,25.61565472568477,33.45159078393765,953.4919286949014,0.0,7.145468990903016,1491.9960604775358,27.618346448114565,humo,285.06024255752834,0.65,23.5,1.44,1.0,60.8,60.061446716535144,11.91,44,41.4,65.1,0,0.12,Medio,Avanzar con precaución
Túnel estrecho,25.603117238463863,39.25719607369737,900.0,0.0,74.55729945344402,2054.67593341309,60.7051600235859,sin_gas,56.451605530307866,0.06,16.0,1.07,0.66,43.4,43.17577475924637,11.23,24,30.9,72.4,0,0.39,Medio,Avanzar con precaución
Sector norte,23.708766353878744,36.5209267119896,900.0,0.0,59.45523004950957,878.4706949606514,14.58776821185991,sin_gas,454.45485223685705,0.35,33.2,1.14,0.47,48.4,56.994842867341816,11.82,24,42.0,72.0,0,0.25,Medio,Avanzar con precaución
Túnel estrecho,22.64744814647425,35.28526009638788,948.6610213371972,0.0,70.61258312307068,1429.4661467728558,128.07842870109118,sin_gas,99.47485483599527,1.1,6.3,4.56,1.37,61.8,60.061446716535144,11.83,24,44.4,60.2,0,0.17,Medio,Avanzar con precaución
Pasillo B,22.950589341676874,22.474314141592355,948.1538429308092,0.0,59.09435829346354,1152.4078736101528,160.9709635601947,monoxido_carbono,371.75457607192817,0.71,23.6,4.67,0.12,62.4,60.061446716535144,11.73,24,44.4,26.3,0,0.2,Medio,Avanzar con precaución
Zona de escombros,21.758754076733577,35.40519595330698,959.92809526704,0.0,20.468562925589097,2138.4400748390044,116.27804228292622,amoniaco,442.5379312714741,1.91,20.2,0.45,0.56,75.0,60.061446716535144,11.9,22,44.7,42.2,0,0.05,Alto,Cambiar ruta o detenerse
Pasillo B,16.42700266986537,36.82457003469469,900.0,0.0,10.920644041603913,447.4693226543759,169.10677771450963,sin_gas,289.73749534685425,0.27,6.0,3.05,1.42,38.0,60.061446716535144,11.84,24,44.4,33.1,0,0.04,Medio,Avanzar con precaución
Sector sur,24.455756963184665,39.45805734199853,951.2587968137444,0.0,11.744293275359569,912.0697329288212,27.488196237711687,monoxido_carbono,123.42445264912566,2.29,2.3,2.91,1.02,72.7,60.061446716535144,11.81,24,44.4,71.6,0,0.24,Bajo,Avanzar
Habitación bloqueada,21.004492283406226,26.615961381044244,900.0,0.0,19.66325859673063,720.4058710349955,20.353437270972307,metano,154.6242588125707,2.24,28.0,2.07,0.85,82.3,60.061446716535144,11.5,24,44.4,72.2,0,0.21,Medio,Avanzar con precaución
Pasillo A,20.418024167419976,45.19917984362011,948.57613066638,0.0,19.96645332678171,2204.296981315296,151.72222795428988,gas_desconocido,442.87376685941615,2.27,5.5,3.23,0.38,74.1,60.78478250079155,11.78,4,48.0,36.6,0,0.15,Alto,Cambiar ruta o detenerse
Habitación bloqueada,22.08220475576552,22.76591779394404,947.6508382032276,0.0,68.96265558198249,1381.842084356908,154.71445569263884,amoniaco,149.12857818824233,1.85,6.5,4.75,1.27,58.5,60.061446716535144,11.57,24,44.4,51.9,0,0.23,Medio,Avanzar con precaución
Entrada,20.44368185889019,36.14335635715323,900.0,0.0,10.938392893019731,1248.862092175754,150.43191724374742,monoxido_carbono,373.0952416586521,0.27,34.2,1.02,0.39,99.3,50.09104552783619,11.39,24,36.5,31.9,0,0.04,Alto,Cambiar ruta o detenerse
Escalera colapsada,23.68792047593624,38.19932819140103,900.0,0.0,16.887124694718747,1343.9138004122678,144.81885794340548,monoxido_carbono,495.08260612770266,1.1,25.1,0.78,0.45,52.4,60.061446716535144,11.71,24,44.4,24.2,0,0.38,Alto,Cambiar ruta o detenerse
Zona de escombros,25.97539232528309,32.407526265579534,940.6944927542638,0.4148,43.673049539949766,2441.0415564749037,68.38996368926553,gas_desconocido,499.9083596813389,0.33,8.8,0.36,0.37,28.5,57.392971576315695,11.92,24,42.3,54.9,1,0.9,Alto,Enviar alerta y cambiar ruta
Entrada,24.08999240369552,47.137035195528846,900.0,2.42955,38.051769376878,2185.5615281054406,43.055864628492856,gas_desconocido,266.7398741346657,2.47,20.7,1.95,0.32,85.7,60.061446716535144,11.82,24,44.4,68.5,0,0.04,Alto,Cambiar ruta o detenerse
Sector sur,21.22633999958773,26.27141764307958,942.0757343945515,0.0,49.69032030974559,1883.3744208856458,167.54070349961327,monoxido_carbono,413.27789839304893,0.83,18.7,1.82,1.43,37.0,55.751391721267,11.74,4,44.0,20.0,0,0.08,Alto,Cambiar ruta o detenerse
Punto crítico,22.30588277997721,37.01005913475806,945.7679935462176,0.88885,25.020264126930144,1010.0058143688346,58.72503199845845,metano,495.1249339605998,1.46,29.6,2.27,0.94,77.1,60.061446716535144,11.88,24,44.4,41.7,0,0.05,Alto,Cambiar ruta o detenerse
Sector sur,23.01764543421013,18.36673728673368,946.9414286643456,4.59225,11.950416241076253,746.8632989887403,74.72134437870564,metano,187.3364449209911,1.95,25.5,2.62,0.99,34.3,60.061446716535144,11.63,4,47.4,62.9,0,0.08,Alto,Cambiar ruta o detenerse
Zona de escombros,16.95403065040345,21.1092219817424,942.2349415959922,4.2665,28.88792117834273,2335.0106209513524,127.4228179040358,metano,126.20479253515293,2.3,29.1,3.84,1.44,21.4,60.061446716535144,11.52,24,44.4,60.2,0,0.17,Alto,Cambiar ruta o detenerse
Túnel estrecho,20.623988983694503,49.383440715470094,951.1245898852072,1.12585,29.987869713948047,1288.458597872614,56.337313998947835,monoxido_carbono,57.11667792109159,1.89,7.4,2.08,0.42,32.8,71.19945368943048,11.73,24,53.4,77.9,0,0.3,Medio,Avanzar con precaución
Zona de escombros,20.44773944040045,21.34176797019181,946.5753669127506,2.42955,15.392621484680106,985.3871788841212,148.3477887731752,sin_gas,70.44981903656306,1.69,22.4,1.79,0.11,50.2,77.70726351726785,12.17,24,58.6,54.7,0,0.12,Medio,Avanzar con precaución
Pasillo B,20.23403413569699,43.468932494465946,940.1264326598168,1.0666,15.035731440447456,1388.9337354770346,17.25605913556172,humo,426.77818181033166,1.16,1.4,4.17,0.94,28.5,60.061446716535144,11.91,24,44.4,69.6,0,0.18,Medio,Avanzar con precaución
Escalera colapsada,24.66109459465444,38.317664086011966,949.877983932828,0.0,28.90184758718154,2327.4795879227395,143.45696679306354,metano,294.361545153537,1.51,2.4,4.28,0.81,35.8,60.061446716535144,11.9,24,44.4,39.5,0,0.37,Alto,Cambiar ruta o detenerse
Entrada,23.152870073323285,28.05203453885054,925.8317205828944,0.0,52.402803815077625,1212.8413581217155,110.32398145811572,humo,436.8545876962429,0.24,25.0,1.32,0.77,81.2,15.0,10.69,44,5.4,38.9,0,0.13,Alto,Cambiar ruta o detenerse
Sector norte,23.10873269867617,37.586832379982695,952.1864988138856,1.7152,33.76160726104316,1581.5460942210088,105.27388771987876,metano,394.7275445160842,2.21,0.9,1.71,0.19,81.6,60.061446716535144,11.96,24,44.4,51.5,1,0.64,Medio,Enviar alerta y avanzar con precaución
Zona de escombros,18.77718008824414,29.35087270188224,950.7608883984286,0.0,40.287414360454456,2086.2292323279903,85.21598184926562,amoniaco,336.87231502400886,1.36,20.3,4.16,0.74,85.4,38.92049509259358,11.62,4,30.5,44.1,1,0.67,Alto,Enviar alerta y cambiar ruta
Pasillo B,24.114378868126664,47.12924322838696,958.1332079390036,8.4467,26.38164119112995,1296.9783152016216,53.48297934959892,sin_gas,304.65609595343034,0.1,29.4,0.58,0.5,87.3,68.42759467543381,12.03,4,54.1,59.0,0,0.08,Alto,Cambiar ruta o detenerse
Sector sur,22.755495640774384,34.761902280076896,945.8072132157722,0.0,37.97906595922864,890.4377840453735,86.21229995046642,monoxido_carbono,24.169452089046473,2.3,13.3,1.76,0.48,53.6,60.061446716535144,11.98,24,44.4,65.3,0,0.19,Medio,Avanzar con precaución
Pasillo B,19.391498022108347,42.45638204426295,945.5611961430114,0.8296,20.27282127978073,2488.50407160437,83.75498960327027,metano,436.13759800159613,1.22,1.6,2.35,0.41,89.4,60.061446716535144,11.89,24,44.4,37.5,0,0.1,Alto,Cambiar ruta o detenerse
Escalera colapsada,23.33336979363841,37.32196522671854,900.0,0.0,28.87951509191806,2408.798800649535,107.15698303703724,metano,208.92103083985714,2.17,25.0,1.1,0.57,62.1,60.061446716535144,11.73,43,41.6,50.2,0,0.36,Alto,Cambiar ruta o detenerse
Sector norte,22.15758145246992,35.58241115249884,900.0,0.5333,69.22096315899063,2171.3062551635794,54.27550002471779,humo,279.893428535696,2.14,32.5,1.06,0.59,57.6,60.061446716535144,11.66,4,47.4,53.9,0,0.03,Alto,Cambiar ruta o detenerse
Sector sur,20.919027944222734,37.61342388501092,948.2217993569648,3.4304,10.218473660117857,1845.5851467104374,18.579226845826078,sin_gas,10.97675093851036,2.04,25.1,2.24,0.53,77.5,60.38291889313636,11.53,24,44.7,89.1,0,0.24,Medio,Avanzar con precaución
Sector sur,25.208415375340053,38.846236310132376,942.3659395359966,0.0,23.183444136984843,1019.2178189463636,30.390653161849194,metano,468.0367509313935,0.15,20.2,3.82,1.47,37.1,60.061446716535144,11.69,24,44.4,64.2,0,0.25,Medio,Avanzar con precaución
Entrada,23.893950576890862,37.42571079293741,954.0165182443216,5.3924,53.81524858464951,2318.1671701444675,127.35605050577524,sin_gas,451.37023054600076,0.62,8.1,4.23,1.41,83.2,60.061446716535144,11.73,4,47.4,35.3,0,0.04,Alto,Cambiar ruta o detenerse
Habitación bloqueada,23.45829791126069,39.17875173131248,951.406445438454,0.0,22.00676882939678,978.6690072545804,8.936157686219586,humo,271.6390149590528,2.19,0.5,4.9,0.9,54.4,60.061446716535144,11.73,4,47.4,74.0,0,0.3,Medio,Avanzar con precaución
Pasillo B,24.178707636324013,42.898013178015546,900.0,0.47405,39.26624604376466,2081.699938821348,154.87753281295025,sin_gas,288.6558165841787,2.25,24.3,0.56,1.47,30.2,60.061446716535144,11.74,22,44.7,42.3,0,0.19,Alto,Cambiar ruta o detenerse
Escalera colapsada,19.84225186329762,20.213909497811088,945.5809068360566,0.0,17.953791172146612,2328.3421526767434,126.51953230898484,monoxido_carbono,352.5086062017443,1.15,8.1,1.24,1.49,29.5,60.061446716535144,11.42,4,47.4,36.8,0,0.29,Alto,Cambiar ruta o detenerse
Habitación bloqueada,18.55744073947399,40.55440109252933,946.9946946215842,0.0,49.1194129995389,1666.308064902814,139.41514472885035,sin_gas,132.34744821807504,1.1,30.0,3.83,0.6,33.2,53.67681312303404,11.74,4,42.3,57.9,0,0.33,Alto,Cambiar ruta o detenerse
Sector norte,24.24454108511219,31.11843545755158,935.3796298344596,0.0,18.5876715585669,2086.4180575714754,151.2972785913581,metano,110.95781135665128,0.44,16.3,2.79,0.72,91.2,60.061446716535144,11.9,24,44.4,42.8,1,0.91,Medio,Enviar alerta y avanzar con precaución
Sector sur,17.937498390645743,34.78482717580294,946.1698785998212,0.0,21.75228848726308,2062.559708323668,26.474327687781702,humo,337.01147330081636,2.42,18.6,1.77,1.44,99.3,60.061446716535144,11.82,24,44.4,67.4,0,0.2,Alto,Cambiar ruta o detenerse
Entrada,22.08185392340076,38.20210214430866,958.6909608031532,24.9712,40.15116208654585,805.6312773540578,148.9289409197616,sin_gas,52.211223079454086,0.53,26.4,1.19,0.95,48.6,50.22880117475782,11.38,24,36.6,46.4,0,0.11,Medio,Avanzar con precaución
Habitación bloqueada,23.843274132469706,37.69871655943696,946.5616767247864,0.0,25.804298160906026,1802.6413945517777,93.31242659033487,monoxido_carbono,227.03100236169038,0.48,27.3,1.55,0.4,43.4,60.061446716535144,11.82,24,44.4,55.8,0,0.09,Medio,Avanzar con precaución
Sector norte,21.316858015625183,34.42694176674098,900.0,1.7152,64.93578039769189,596.2826674993314,159.96667178180948,sin_gas,246.38021199954503,1.65,22.5,2.26,1.07,37.5,60.061446716535144,11.76,24,44.4,28.1,0,0.01,Alto,Cambiar ruta o detenerse
Entrada,23.70569253543263,33.87982466590597,900.0,0.0,73.88212153859992,1466.4853005887107,160.15265518556012,metano,190.668488457584,0.61,32.8,1.05,0.39,85.9,60.061446716535144,11.83,24,44.4,43.7,0,0.39,Alto,Cambiar ruta o detenerse
Zona de escombros,23.166003090599823,41.29199186170917,946.283849505876,0.0,57.744115179652056,740.6946510952127,9.231157656979786,monoxido_carbono,92.63408784886734,2.35,34.4,4.83,0.58,36.7,46.440197780282865,11.71,4,36.6,73.4,0,0.18,Medio,Avanzar con precaución
Pasillo A,20.60935994086197,28.59742832992556,953.5519260147696,3.4304,24.92044474875745,1274.3339474725067,72.00141270961932,monoxido_carbono,177.65813216267733,0.03,33.1,0.72,0.42,93.9,60.061446716535144,11.73,24,44.4,71.8,1,0.71,Medio,Enviar alerta y avanzar con precaución
Sector sur,25.96768778198261,21.9024712854102,945.2210298531396,2.4888,27.373038248735643,2149.262356866719,97.11978927642284,monoxido_carbono,168.77862678022498,0.01,28.8,4.93,0.44,73.4,60.061446716535144,11.79,43,41.6,53.6,0,0.01,Medio,Avanzar con precaución
Pasillo B,19.678400457059823,36.13361456665065,944.3760763614384,63.2571,13.322909854464536,2473.052463223429,123.71301571200785,monoxido_carbono,249.6328373243752,1.26,24.7,4.24,0.11,91.8,60.061446716535144,11.63,4,47.4,47.5,1,0.71,Alto,Enviar alerta y cambiar ruta
Sector sur,22.57795844802581,38.611368465291946,938.4813760024172,13.7216,16.192841025774037,1067.7156464851973,55.08259316972344,sin_gas,337.34042078925967,1.22,23.2,2.23,1.33,64.3,60.061446716535144,11.9,24,44.4,52.9,0,0.02,Medio,Avanzar con precaución
Túnel estrecho,22.997677807260427,26.63311782611912,943.6937612637796,2.13325,14.898234950320957,1517.1069674446708,49.12489561631415,metano,484.1175617630853,0.41,3.6,3.75,0.51,75.3,72.29938873383611,12.12,24,54.2,47.7,0,0.16,Medio,Avanzar con precaución
Sector sur,22.613325263178783,39.96241791845006,900.0,0.0,70.38712742451162,1473.725851178026,71.72150084058327,sin_gas,72.08163008716411,1.24,9.5,3.42,0.22,69.6,60.061446716535144,11.79,24,44.4,62.5,0,0.03,Medio,Avanzar con precaución
Entrada,24.03430375541241,41.91075781884331,900.0,0.0,35.07118964602163,2404.2431706452385,92.66427105623153,amoniaco,436.5085549705409,1.03,0.2,1.22,0.22,86.5,15.0,10.66,24,8.4,53.1,0,0.03,Alto,Cambiar ruta o detenerse
Sector sur,26.32151958153105,32.83562620917092,945.5612742875712,4.91835,20.81520645909785,1405.0258381088242,171.45059049594732,humo,142.0890001951312,2.23,4.8,1.83,0.88,86.9,60.061446716535144,11.66,24,44.4,33.6,1,0.79,Medio,Enviar alerta y avanzar con precaución
Pasillo B,19.18028567804572,43.293996490882456,947.6233878173754,0.0,17.162809141353243,1868.1230313393653,138.36898167205155,sin_gas,295.68638500070284,0.02,15.4,2.66,1.49,67.2,44.58573526324338,11.16,4,35.1,46.3,0,0.36,Alto,Cambiar ruta o detenerse
Escalera colapsada,20.807066213644564,40.90075075262647,952.1311834422008,57.1531,41.111558934159305,2335.7573895279047,80.13120421409842,sin_gas,273.368473991934,2.44,5.1,3.26,0.3,70.6,60.061446716535144,11.66,43,41.6,65.8,0,0.17,Medio,Avanzar con precaución
Escalera colapsada,21.891626359748727,45.05997329592459,948.5565570565892,0.5333,62.00851805671077,1184.0949750273642,14.51408122703216,sin_gas,278.4742093141315,1.56,31.6,2.81,0.24,93.8,60.061446716535144,11.87,43,41.6,78.1,0,0.34,Medio,Avanzar con precaución
Túnel estrecho,21.3561739416347,34.53580303049866,900.0,0.0,60.218073807119815,2294.4567003153143,34.49110362515789,gas_desconocido,361.67930585940644,0.38,28.2,2.47,0.71,94.4,60.061446716535144,11.82,24,44.4,63.7,0,0.02,Medio,Avanzar con precaución
Habitación bloqueada,23.560574157655783,20.35128883733323,951.1603807355812,1.0666,32.17481324059147,2326.658065971128,84.78677425589798,humo,190.84415287449795,0.12,2.5,2.33,0.89,73.1,62.73387167542949,11.84,4,49.6,54.4,0,0.31,Medio,Avanzar con precaución
Zona de escombros,20.74230680727749,34.88313291292395,939.4489349916664,1.7152,8.439580986044524,2354.3912583309743,147.41953251727324,metano,159.5499816184278,1.35,8.7,2.59,0.51,20.6,60.061446716535144,11.98,24,44.4,50.8,0,0.03,Alto,Cambiar ruta o detenerse
Sector norte,22.507775598404823,19.79067328739472,945.566142278134,0.0,22.31319222605281,967.9369894899954,71.62171874353518,metano,426.41728659273866,0.59,28.7,2.28,0.52,28.4,60.061446716535144,11.81,43,41.6,58.5,0,0.34,Alto,Cambiar ruta o detenerse
Punto crítico,23.848303051483395,22.55137919820044,900.0,4.22335,8.890667731025244,1240.7467479669128,99.23691388038544,sin_gas,110.04752013713515,0.75,28.1,2.8,0.69,88.6,60.061446716535144,11.67,4,47.4,56.8,0,0.35,Medio,Avanzar con precaución
Escalera colapsada,21.87516842390461,22.916234015625136,900.0,0.0,11.380409243968783,2227.831407273974,161.06585506489287,monoxido_carbono,90.12301865557154,0.61,33.1,4.46,0.54,26.8,60.96330758047895,11.68,24,45.2,35.5,0,0.32,Alto,Cambiar ruta o detenerse
Pasillo B,20.76099313106866,38.01600889168412,900.0,0.0,5.350266924563601,1154.2398309888795,164.91434539966005,amoniaco,7.803718327630438,1.63,34.9,3.24,1.38,37.1,60.061446716535144,11.73,24,44.4,46.4,0,0.33,Alto,Cambiar ruta o detenerse
