timestamp,x,y,z,mission_state,risk_level,recommended_action,temperature,gas_ppm,vibration,inclination,battery,obstacle_distance,person_detected,current_objective,decision_status,last_alert
2026-06-11T14:16:25,-2.4772,0.0464,0.45,SIN_ESTADO,Bajo,Avanzar,24.0,21.7,0.15,3.6,98.0,4.58,0,SIN_OBJETIVO,SIN_DECISION,SIN_ALERTAS
2026-06-11T14:16:26,-1.7365,0.163,0.45,EXPLORANDO,Bajo,Avanzar,22.6,25.4,0.27,2.9,97.9,4.6,0,"Zona de escombros inicial | target=(1.50, 0.80) | robot=(-1.88, 0.13)",Decision | state=EXPLORANDO | objective=Zona de escombros inicial | risk=Bajo | accion_ia=Avanzar | gas=25.4ppm | temp=22.6C | vib=0.27 | inc=2.9deg | bateria=97.9% | obstaculo=4.60m | persona=0 | decision=Riesgo bajo. Continuar exploración hacia waypoint.,"ALERTA BASE #2 | estado=EXPLORANDO | x=-1.88, y=0.13 | Waypoint alcanzado. Nuevo objetivo: Zona de escombros inicial"
2026-06-11T14:17:04,2.1682,-0.4061,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.2,154.4,0.69,12.3,92.2,2.57,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.13, -0.35)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=154.4ppm | temp=27.2C | vib=0.69 | inc=12.3deg | bateria=92.2% | obstaculo=2.57m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:05,2.4584,-0.5841,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.1,155.4,0.71,14.4,92.0,2.47,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.13, -0.35)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=154.4ppm | temp=27.2C | vib=0.69 | inc=12.3deg | bateria=92.2% | obstaculo=2.57m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:06,2.7869,-0.4949,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.9,172.7,0.75,14.7,91.9,2.3,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.73, -0.53)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=172.7ppm | temp=27.9C | vib=0.75 | inc=14.7deg | bateria=91.9% | obstaculo=2.30m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:07,2.93,-0.1883,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.2,173.4,0.92,16.5,91.7,2.4,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.73, -0.53)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=172.7ppm | temp=27.9C | vib=0.75 | inc=14.7deg | bateria=91.9% | obstaculo=2.30m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:08,2.7787,0.1145,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.0,189.8,0.95,17.0,91.6,2.22,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, 0.07)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=189.8ppm | temp=29.0C | vib=0.95 | inc=17.0deg | bateria=91.6% | obstaculo=2.22m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:09,2.448,0.1881,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.6,180.5,1.02,14.6,91.4,2.51,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, 0.07)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=189.8ppm | temp=29.0C | vib=0.95 | inc=17.0deg | bateria=91.6% | obstaculo=2.22m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:10,2.1805,-0.0202,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.4,167.6,0.92,14.5,91.3,2.61,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.22, 0.04)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=167.6ppm | temp=27.4C | vib=0.92 | inc=14.5deg | bateria=91.3% | obstaculo=2.61m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:11,2.1393,-0.3601,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.3,147.9,0.74,14.3,91.1,2.72,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.22, 0.04)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=167.6ppm | temp=27.4C | vib=0.92 | inc=14.5deg | bateria=91.3% | obstaculo=2.61m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:12,2.337,-0.6391,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.1,161.2,0.62,10.6,91.0,2.79,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.28, -0.60)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=161.2ppm | temp=26.1C | vib=0.62 | inc=10.6deg | bateria=91.0% | obstaculo=2.79m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:13,2.6733,-0.6774,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.7,162.9,0.75,13.0,90.8,2.63,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.28, -0.60)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=161.2ppm | temp=26.1C | vib=0.62 | inc=10.6deg | bateria=91.0% | obstaculo=2.79m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:14,2.9123,-0.4378,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.4,186.6,0.77,14.7,90.7,2.44,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.88, -0.50)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=186.6ppm | temp=28.4C | vib=0.77 | inc=14.7deg | bateria=90.7% | obstaculo=2.44m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:15,2.8728,-0.1011,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.6,180.2,0.86,17.4,90.5,2.36,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.88, -0.50)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=186.6ppm | temp=28.4C | vib=0.77 | inc=14.7deg | bateria=90.7% | obstaculo=2.44m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:16,2.5856,0.0769,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.3,175.9,1.0,16.0,90.4,2.32,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.65, 0.06)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=175.9ppm | temp=27.3C | vib=1.00 | inc=16.0deg | bateria=90.4% | obstaculo=2.32m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:17,2.261,-0.0243,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.4,164.8,0.93,15.5,90.2,2.68,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.65, 0.06)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=175.9ppm | temp=27.3C | vib=1.00 | inc=16.0deg | bateria=90.4% | obstaculo=2.32m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:18,2.1175,-0.3327,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.9,151.2,0.75,12.4,90.1,2.76,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.12, -0.26)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=151.2ppm | temp=28.9C | vib=0.75 | inc=12.4deg | bateria=90.1% | obstaculo=2.76m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:19,2.2414,-0.6501,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.7,150.6,0.6,13.5,89.9,2.86,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.12, -0.26)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=151.2ppm | temp=28.9C | vib=0.75 | inc=12.4deg | bateria=90.1% | obstaculo=2.76m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:20,2.555,-0.7843,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.6,149.8,0.58,11.5,89.8,2.59,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.49, -0.78)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=149.8ppm | temp=27.6C | vib=0.58 | inc=11.5deg | bateria=89.8% | obstaculo=2.59m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:21,2.8586,-0.6348,0.45,EXPLORANDO_CON_PRECAUCION,Bajo,Avanzar,26.3,167.2,0.7,11.5,89.6,2.64,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.49, -0.78)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=149.8ppm | temp=27.6C | vib=0.58 | inc=11.5deg | bateria=89.8% | obstaculo=2.59m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:22,2.9303,-0.304,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.9,184.4,0.85,15.2,89.5,2.42,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.94, -0.37)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=184.4ppm | temp=27.9C | vib=0.85 | inc=15.2deg | bateria=89.5% | obstaculo=2.42m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:23,2.7159,-0.0423,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.3,179.5,0.91,17.0,89.3,2.29,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.94, -0.37)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=184.4ppm | temp=27.9C | vib=0.85 | inc=15.2deg | bateria=89.5% | obstaculo=2.42m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:24,2.3773,-0.0473,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.4,165.1,0.9,16.4,89.2,2.41,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.44, -0.02)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=165.1ppm | temp=29.4C | vib=0.90 | inc=16.4deg | bateria=89.2% | obstaculo=2.41m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:25,2.1531,-0.304,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.6,162.7,0.75,12.1,89.0,2.51,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.44, -0.02)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=165.1ppm | temp=29.4C | vib=0.90 | inc=16.4deg | bateria=89.2% | obstaculo=2.41m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:26,2.1825,-0.6434,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.4,146.6,0.73,10.9,88.9,2.58,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.15, -0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=146.6ppm | temp=27.4C | vib=0.73 | inc=10.9deg | bateria=88.9% | obstaculo=2.58m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:27,2.4549,-0.8452,0.45,EXPLORANDO_CON_PRECAUCION,Bajo,Avanzar,27.6,158.7,0.59,13.4,88.7,2.67,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.15, -0.58)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=146.6ppm | temp=27.4C | vib=0.73 | inc=10.9deg | bateria=88.9% | obstaculo=2.58m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:28,2.7849,-0.7667,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.0,159.5,0.64,11.9,88.6,2.54,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.73, -0.81)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=159.5ppm | temp=28.0C | vib=0.64 | inc=11.9deg | bateria=88.6% | obstaculo=2.54m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:29,2.9313,-0.4616,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.8,178.3,0.78,13.4,88.4,2.22,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.73, -0.81)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=159.5ppm | temp=28.0C | vib=0.64 | inc=11.9deg | bateria=88.6% | obstaculo=2.54m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:30,2.7833,-0.1573,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.7,173.2,0.93,13.5,88.3,2.3,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, -0.21)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=173.2ppm | temp=29.7C | vib=0.93 | inc=13.5deg | bateria=88.3% | obstaculo=2.30m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:31,2.4529,-0.084,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.1,171.5,0.85,16.4,88.1,2.31,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.83, -0.21)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=173.2ppm | temp=29.7C | vib=0.93 | inc=13.5deg | bateria=88.3% | obstaculo=2.30m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:32,2.1899,-0.2971,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.8,164.6,0.71,13.3,88.0,2.66,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.23, -0.24)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=164.6ppm | temp=27.8C | vib=0.71 | inc=13.3deg | bateria=88.0% | obstaculo=2.66m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:33,2.1733,-0.6373,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.5,151.4,0.67,13.1,87.8,2.92,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.23, -0.24)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=164.6ppm | temp=27.8C | vib=0.71 | inc=13.3deg | bateria=88.0% | obstaculo=2.66m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:34,2.4081,-0.884,0.45,EXPLORANDO_CON_PRECAUCION,Bajo,Avanzar,27.5,157.7,0.54,9.9,87.7,2.72,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.35, -0.85)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Bajo | accion_ia=Avanzar | gas=157.7ppm | temp=27.5C | vib=0.54 | inc=9.9deg | bateria=87.7% | obstaculo=2.72m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:35,2.7461,-0.8646,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.5,158.0,0.61,11.0,87.5,2.65,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.35, -0.85)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Bajo | accion_ia=Avanzar | gas=157.7ppm | temp=27.5C | vib=0.54 | inc=9.9deg | bateria=87.7% | obstaculo=2.72m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:36,2.9409,-0.5878,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.8,167.2,0.84,14.3,87.4,2.26,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.92, -0.66)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=167.2ppm | temp=27.8C | vib=0.84 | inc=14.3deg | bateria=87.4% | obstaculo=2.26m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:37,2.8452,-0.2633,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,29.8,190.4,0.93,15.9,87.2,2.19,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.92, -0.66)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=167.2ppm | temp=27.8C | vib=0.84 | inc=14.3deg | bateria=87.4% | obstaculo=2.26m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:38,2.5315,-0.1363,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,27.8,178.9,0.89,15.6,87.1,2.34,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.60, -0.14)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.9ppm | temp=27.8C | vib=0.89 | inc=15.6deg | bateria=87.1% | obstaculo=2.34m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:39,2.2338,-0.2985,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,28.0,157.0,0.81,15.1,86.9,2.62,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.60, -0.14)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=178.9ppm | temp=27.8C | vib=0.89 | inc=15.6deg | bateria=87.1% | obstaculo=2.34m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
2026-06-11T14:17:40,2.1672,-0.631,0.45,EXPLORANDO_CON_PRECAUCION,Medio,Avanzar con precaucion,26.1,142.3,0.67,12.8,86.8,2.57,0,"Borde de zona crítica | target=(4.70, 2.00) | robot=(2.16, -0.56)",Decision | state=EXPLORANDO_CON_PRECAUCION | objective=Borde de zona crítica | risk=Medio | accion_ia=Avanzar con precaucion | gas=142.3ppm | temp=26.1C | vib=0.67 | inc=12.8deg | bateria=86.8% | obstaculo=2.57m | persona=0 | decision=Riesgo medio. Avanzar lentamente hacia objetivo.,"ALERTA BASE #4 | estado=EXPLORANDO_CON_PRECAUCION | x=2.83, y=0.58 | Waypoint alcanzado. Nuevo objetivo: Borde de zona crítica"
